id;month_year;employee_id;employee_name;gender;age;salary;function_group;company_name;company_city;company_state;company_type;const_site_category;pay_month
318172023-01-01;01/01/2023;31817;Rick Moses;Male;27;1236,4;Assistants;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2023-01
328552023-01-01;01/01/2023;32855;Sophie Wood;Female;23;1236,4;Assistants;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2023-01
325202023-01-01;01/01/2023;32520;Gabriella White;Female;18;1236,4;Assistants;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2023-01
324902023-01-01;01/01/2023;32490;Cassandra Lee;Female;28;1236,4;Assistants;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2023-01
328472023-01-01;01/01/2023;32847;Alexia Gray;Female;27;1300;Assistants;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2023-01
319562023-01-01;01/01/2023;31956;Rey McPherson;Male;34;2225,81;Production Supervisors;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2023-01
329212023-01-01;01/01/2023;32921;Savanna Chavez;Female;32;2683,87;Administration;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2023-01
324312023-01-01;01/01/2023;32431;Kylie Lewis;Female;35;1116,75;Assistants;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2023-01
311252023-01-01;01/01/2023;31125;Keagan Wilkerson;Male;26;1236,4;Assistants;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2023-01
310482023-01-01;01/01/2023;31048;Gianni Henson;Male;25;1030,33;Assistants;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2023-01
330802023-01-01;01/01/2023;33080;Camille Schmidt;Female;23;1218;Assistants;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2023-01
180152023-01-01;01/01/2023;18015;Brendan Foster;Male;21;1212;Assistants;The Grove at Parkside;Palmas;Tocantins;Construction Site;Residential;2023-01
229832023-01-01;01/01/2023;22983;Jeremiah Sanders;Male;25;1212;Assistants;The Grove at Parkside;Palmas;Tocantins;Construction Site;Residential;2023-01
180852023-01-01;01/01/2023;18085;Xavier Ross;Male;24;1212;Assistants;The Grove at Parkside;Palmas;Tocantins;Construction Site;Residential;2023-01
179422023-01-01;01/01/2023;17942;Jorge Russell;Male;34;1739,3;Professionals;The Summit at Laurel Canyon;Palmas;Tocantins;Construction Site;Commercial;2023-01
231782023-01-01;01/01/2023;23178;Joel Perry;Male;34;1859;Professionals;The Residences at Westlake;Goiania;Goias;Construction Site;Residential;2023-01
230012023-01-01;01/01/2023;23001;Maxwell Butler;Male;21;1212;Assistants;The Residences at Westlake;Goiania;Goias;Construction Site;Residential;2023-01
287752023-01-01;01/01/2023;28775;Aidan Barnes;Male;31;3000;Administration;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
301782023-01-01;01/01/2023;30178;Alvin Curry;Male;18;1221;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
324582023-01-01;01/01/2023;32458;Audrey Scott;Female;18;1130,52;Administration;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
298032023-01-01;01/01/2023;29803;Grant Hamilton;Male;23;1800;Administration;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
290552023-01-01;01/01/2023;29055;Ricardo West;Male;31;1221;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
294922023-01-01;01/01/2023;29492;Collin Alexander;Male;32;1870;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
242132023-01-01;01/01/2023;24213;Josiah Hunt;Male;38;5500;Engineering;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
301922023-01-01;01/01/2023;30192;Gregory Chavez;Male;19;950;Trainees;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
288442023-01-01;01/01/2023;28844;Francisco Gibson;Male;31;5300;Production Supervisors;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
303312023-01-01;01/01/2023;30331;Liam Bryant;Male;31;1870;Machine Operators;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
293872023-01-01;01/01/2023;29387;Kaleb Ellis;Male;33;1870;Machine Operators;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
317132023-01-01;01/01/2023;31713;Bradly Frye;Male;32;1602,1;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
297382023-01-01;01/01/2023;29738;Erik Murray;Male;30;1870;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
312692023-01-01;01/01/2023;31269;Raymundo Hendricks;Male;36;1858,43;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
318732023-01-01;01/01/2023;31873;Dillion Daugherty;Male;22;1922,52;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
308182023-01-01;01/01/2023;30818;Geoffrey Rosales;Male;32;1327,1;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
308212023-01-01;01/01/2023;30821;Elisha York;Female;37;1327,1;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
318802023-01-01;01/01/2023;31880;Donnell Cherry;Male;23;1922,52;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
314772023-01-01;01/01/2023;31477;Chaim Mayer;Male;21;1254,73;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
307612023-01-01;01/01/2023;30761;Deangelo Jefferson;Male;34;1508,06;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
309952023-01-01;01/01/2023;30995;Kory McClure;Male;31;1683;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
324242023-01-01;01/01/2023;32424;Amy Robinson;Female;25;1375;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
309852023-01-01;01/01/2023;30985;Daryl Mercado;Male;21;1098,9;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
329222023-01-01;01/01/2023;32922;Giselle Bryant;Female;18;1153,23;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
317172023-01-01;01/01/2023;31717;Freddie Bernard;Male;23;1046,77;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
297372023-01-01;01/01/2023;29737;Clayton Kennedy;Male;27;1221;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
291282023-01-01;01/01/2023;29128;Ivan Alvarez;Male;21;1221;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
311512023-01-01;01/01/2023;31151;Clifton Barron;Male;25;1298;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
311222023-01-01;01/01/2023;31122;Emmett Beasley;Male;19;1298;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
305372023-01-01;01/01/2023;30537;Roderick Flowers;Male;21;1221;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
320162023-01-01;01/01/2023;32016;Treyvon Davila;Male;25;1298;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
329072023-01-01;01/01/2023;32907;Aaliyah Gibson;Female;26;1153,23;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
317602023-01-01;01/01/2023;31760;Kavon Rosario;Male;26;1298;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
314852023-01-01;01/01/2023;31485;Sonny Walls;Male;20;1254,73;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
312862023-01-01;01/01/2023;31286;Cristobal Rangel;Male;26;1172,39;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
312062023-01-01;01/01/2023;31206;Jameson Clay;Male;24;1298;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
316882023-01-01;01/01/2023;31688;Mekhi Rubio;Female;20;1130,52;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
320632023-01-01;01/01/2023;32063;Amber Frey;Female;35;1298;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
316872023-01-01;01/01/2023;31687;Alessandro Benjamin;Male;26;1130,52;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
238312023-01-01;01/01/2023;23831;Alan Tucker;Male;24;1859;Professionals;The Arbors at Willow Creek;Goiania;Goias;Construction Site;Commercial;2023-01
238322023-01-01;01/01/2023;23832;Raymond Freeman;Male;18;1212;Assistants;The Arbors at Willow Creek;Goiania;Goias;Construction Site;Commercial;2023-01
234652023-01-01;01/01/2023;23465;Brett Burns;Male;23;1870;Professionals;The Retreat at Oak Forest;Brasilia;Distrito Federal;Construction Site;Residential;2023-01
322612023-01-01;01/01/2023;32261;Danielle Braun;Female;21;950;Trainees;The Villas at Hunter's Glen;Palmas;Tocantins;Construction Site;Commercial;2023-01
249212023-01-01;01/01/2023;24921;Colton Jenkins;Male;30;1290,45;Professionals;The Villas at Hunter's Glen;Palmas;Tocantins;Construction Site;Commercial;2023-01
237062023-01-01;01/01/2023;23706;Paul Long;Male;33;1970,58;Professionals;The Villas at Hunter's Glen;Palmas;Tocantins;Construction Site;Commercial;2023-01
98752023-01-01;01/01/2023;9875;Dawson Crawford;Male;25;2829,86;Administration;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
301572023-01-01;01/01/2023;30157;Cesar Porter;Male;18;2596,77;Engineering;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
248632023-01-01;01/01/2023;24863;Martin Wagner;Male;35;1859;Professionals;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
315762023-01-01;01/01/2023;31576;Xzavier Giles;Male;38;1189,32;Professionals;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
309732023-01-01;01/01/2023;30973;Cortez Oneal;Male;37;1673,1;Professionals;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
317002023-01-01;01/01/2023;31700;Johnnie Haley;Male;21;1692,58;Professionals;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
322442023-01-01;01/01/2023;32244;Gabrielle Gay;Female;18;950;Trainees;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
298832023-01-01;01/01/2023;29883;Hector Holmes;Male;28;1859;Professionals;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
298812023-01-01;01/01/2023;29881;Roberto Stone;Male;29;1859;Professionals;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
233072023-01-01;01/01/2023;23307;Brady Meyer;Male;26;5012,74;Production Supervisors;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
298622023-01-01;01/01/2023;29862;Andre Rice;Male;29;1212;Professionals;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
284452023-01-01;01/01/2023;28445;Emmanuel Rose;Male;37;1212;Professionals;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
232392023-01-01;01/01/2023;23239;Trent Carroll;Male;26;1859;Professionals;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
229972023-01-01;01/01/2023;22997;Derrick Spencer;Male;21;1212;Professionals;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
271182023-01-01;01/01/2023;27118;Landon Patel;Male;21;1859;Professionals;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
303742023-01-01;01/01/2023;30374;Chance Payne;Female;38;1559,16;Professionals;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
238912023-01-01;01/01/2023;23891;Damian Medina;Male;30;1859;Professionals;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
231802023-01-01;01/01/2023;23180;Pedro Stephens;Male;36;1139,39;Professionals;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
238902023-01-01;01/01/2023;23890;Donovan Ryan;Male;20;1859;Professionals;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
241452023-01-01;01/01/2023;24145;Abraham Kelley;Male;21;1212;Professionals;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
232542023-01-01;01/01/2023;23254;Brayden Schmidt;Male;32;1859;Professionals;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
254042023-01-01;01/01/2023;25404;Armando Andrews;Male;23;1859;Professionals;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
258872023-01-01;01/01/2023;25887;Kobe Johnston;Male;30;1859;Professionals;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
264432023-01-01;01/01/2023;26443;Chad Berry;Male;25;1859;Professionals;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
311382023-01-01;01/01/2023;31138;Dallin Wu;Female;22;1177,37;Professionals;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
253602023-01-01;01/01/2023;25360;Josef Stark;Male;23;1286,36;Professionals;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
212412023-01-01;01/01/2023;21241;Braden Herrera;Male;27;1859;Professionals;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
237572023-01-01;01/01/2023;23757;Ernesto Leonard;Male;22;1859;Professionals;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
282192023-01-01;01/01/2023;28219;Shaun Fleming;Male;31;1859;Professionals;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
237352023-01-01;01/01/2023;23735;Cooper Riley;Male;30;1859;Professionals;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
274952023-01-01;01/01/2023;27495;Juan Nelson;Male;38;1859;Professionals;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
305542023-01-01;01/01/2023;30554;Kareem Huff;Male;34;1735,07;Professionals;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
315272023-01-01;01/01/2023;31527;Jovani McMillan;Male;30;1679,04;Professionals;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
314832023-01-01;01/01/2023;31483;Efren Hurley;Female;27;2028,84;Professionals;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
305282023-01-01;01/01/2023;30528;Rohan Hood;Male;33;1859;Professionals;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
232562023-01-01;01/01/2023;23256;Albert Montgomery;Male;26;1212;Assistants;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
302462023-01-01;01/01/2023;30246;Damien Carlson;Male;25;1212;Assistants;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
252652023-01-01;01/01/2023;25265;Josue Willis;Male;24;1212;Assistants;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
231662023-01-01;01/01/2023;23166;Dante Richards;Male;25;1212;Assistants;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
254652023-01-01;01/01/2023;25465;Miles Larson;Male;26;1212;Assistants;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
271122023-01-01;01/01/2023;27112;Dennis Garza;Male;23;1212;Assistants;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
289582023-01-01;01/01/2023;28958;Leonardo Vargas;Male;21;1212;Assistants;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
241532023-01-01;01/01/2023;24153;Nickolas Harvey;Male;25;1212;Assistants;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
283662023-01-01;01/01/2023;28366;Dominick Franklin;Male;25;1212;Assistants;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
303762023-01-01;01/01/2023;30376;Zachery Mendez;Male;28;1016,52;Assistants;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
307282023-01-01;01/01/2023;30728;Howard Chase;Male;28;1156,63;Assistants;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
284422023-01-01;01/01/2023;28442;Mathew Lawrence;Male;26;1212;Assistants;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
305262023-01-01;01/01/2023;30526;Markus Combs;Male;27;1236,4;Assistants;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
291192023-01-01;01/01/2023;29119;Alberto Lawson;Male;23;1212;Assistants;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
314862023-01-01;01/01/2023;31486;Phoenix Crosby;Male;24;1195,19;Assistants;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
324392023-01-01;01/01/2023;32439;Cassidy Perez;Female;27;1116,75;Assistants;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
313432023-01-01;01/01/2023;31343;Vernon Ellison;Male;19;1236,4;Assistants;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
312542023-01-01;01/01/2023;31254;Jacoby McCall;Male;26;1196,52;Assistants;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
313402023-01-01;01/01/2023;31340;Josh Gillespie;Male;26;1236,4;Assistants;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
231822023-01-01;01/01/2023;23182;Deandre McCoy;Male;20;1212;Assistants;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
325712023-01-01;01/01/2023;32571;Diana Walker;Female;18;1236,4;Assistants;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
324272023-01-01;01/01/2023;32427;Mikayla Hall;Female;25;1116,75;Assistants;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
294072023-01-01;01/01/2023;29407;Damon Burton;Male;20;1212;Assistants;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
231432023-01-01;01/01/2023;23143;Blaze Ayers;Male;34;1236,4;Assistants;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
315112023-01-01;01/01/2023;31511;Luciano Case;Male;37;1236,4;Assistants;The Glades at Maplewood;Goiania;Goias;Construction Site;Commercial;2023-01
317892023-01-01;01/01/2023;31789;Harvey Choi;Male;36;1052,17;Administration;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
274972023-01-01;01/01/2023;27497;Alfredo Little;Male;22;1400;Assistants;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
280002023-01-01;01/01/2023;28000;Elijah Mitchell;Male;23;950;Trainees;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
280542023-01-01;01/01/2023;28054;Zackery Holt;Male;36;1212;Professionals;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
331162023-01-01;01/01/2023;33116;Carmen Patel;Female;24;1561,29;Administration;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
248242023-01-01;01/01/2023;24824;Carl Davidson;Male;22;1859;Professionals;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
216522023-01-01;01/01/2023;21652;Grayson Holland;Male;21;1053,43;Professionals;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
238892023-01-01;01/01/2023;23889;Tommy Schneider;Male;34;1859;Professionals;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
254082023-01-01;01/01/2023;25408;Lorenzo Wong;Male;21;1859;Production Supervisors;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
272612023-01-01;01/01/2023;27261;Brent Delgado;Male;23;3500;Engineering;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
316672023-01-01;01/01/2023;31667;Michelle Haney;Female;21;950;Trainees;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
232422023-01-01;01/01/2023;23242;Ramon Pena;Male;22;2145,4;Production Supervisors;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
277092023-01-01;01/01/2023;27709;Lawrence Rios;Male;20;2231,5;Machine Operators;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
273302023-01-01;01/01/2023;27330;Moises Douglas;Male;28;1562,04;Machine Operators;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
232572023-01-01;01/01/2023;23257;Tre Larsen;Male;32;1236,4;Machine Operators;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
238992023-01-01;01/01/2023;23899;Marvin Contreras;Male;24;1859;Professionals;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
231252023-01-01;01/01/2023;23125;Carly Cruz;Female;24;2098,8;Professionals;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
284052023-01-01;01/01/2023;28405;Trevon McDaniel;Male;26;1212;Professionals;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
293432023-01-01;01/01/2023;29343;Salvador Bates;Male;38;1212;Professionals;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
311412023-01-01;01/01/2023;31141;Marcel McClain;Male;25;1236,4;Assistants;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
248382023-01-01;01/01/2023;24838;Jeffery Beck;Male;32;1859;Professionals;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
289452023-01-01;01/01/2023;28945;Emanuel Stanley;Male;31;1212;Professionals;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
232502023-01-01;01/01/2023;23250;Craig Santiago;Male;32;1212;Professionals;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
245742023-01-01;01/01/2023;24574;Isiah Chambers;Male;35;1859;Professionals;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
291532023-01-01;01/01/2023;29153;Tristen Guerrero;Male;34;1212;Professionals;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
98892023-01-01;01/01/2023;9889;Braxton Estrada;Male;36;1053,43;Professionals;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
252952023-01-01;01/01/2023;25295;Monica Reyes;Female;37;2098,8;Professionals;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
251782023-01-01;01/01/2023;25178;Tyson Wade;Male;25;1212;Professionals;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
321792023-01-01;01/01/2023;32179;Sierra Kaiser;Female;23;1749;Professionals;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
250582023-01-01;01/01/2023;25058;Garrison Garrison;Male;28;1799,03;Professionals;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
224872023-01-01;01/01/2023;22487;Ariana Young;Female;28;1760,28;Professionals;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
326682023-01-01;01/01/2023;32668;Bianca Hughes;Female;27;2098,8;Professionals;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
324082023-01-01;01/01/2023;32408;Margaret Allen;Female;22;1895,69;Professionals;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
308652023-01-01;01/01/2023;30865;Aldo Vincent;Male;37;1859;Professionals;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
277522023-01-01;01/01/2023;27752;Lukas Vaughn;Male;37;1212;Assistants;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
288302023-01-01;01/01/2023;28830;Jamal Norris;Male;29;1212;Assistants;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
296982023-01-01;01/01/2023;29698;Malcolm Vazquez;Male;22;1212;Professionals;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
315102023-01-01;01/01/2023;31510;Tyrek Shepard;Male;19;1236,4;Assistants;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
273042023-01-01;01/01/2023;27304;Reginald Neal;Male;24;1212;Assistants;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
257892023-01-01;01/01/2023;25789;Connor Ramirez;Male;28;1212;Assistants;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
297412023-01-01;01/01/2023;29741;Desmond Horton;Female;25;1212;Assistants;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
307232023-01-01;01/01/2023;30723;Junior Callahan;Male;25;1196,52;Assistants;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
276752023-01-01;01/01/2023;27675;Rene Padilla;Female;26;1212;Assistants;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
296942023-01-01;01/01/2023;29694;Kai Baldwin;Male;26;1212;Assistants;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
304792023-01-01;01/01/2023;30479;Jean Pittman;Male;21;1236,4;Assistants;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
328492023-01-01;01/01/2023;32849;Brenda Myers;Female;23;1236,4;Assistants;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
327682023-01-01;01/01/2023;32768;Hanna Price;Female;26;1236,4;Assistants;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
317472023-01-01;01/01/2023;31747;Isai Horne;Male;21;1236,4;Assistants;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
307582023-01-01;01/01/2023;30758;Shemar Dalton;Female;18;1156,63;Assistants;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
321672023-01-01;01/01/2023;32167;Katelyn Holder;Female;28;1236,4;Assistants;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
276722023-01-01;01/01/2023;27672;Clay Page;Female;21;1212;Assistants;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
281172023-01-01;01/01/2023;28117;Weston Dawson;Male;24;1212;Assistants;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
297392023-01-01;01/01/2023;29739;Graham Love;Male;25;1212;Assistants;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
272912023-01-01;01/01/2023;27291;Dean Terry;Male;26;1212;Assistants;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
296972023-01-01;01/01/2023;29697;Davis Graves;Male;21;1212;Assistants;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
307112023-01-01;01/01/2023;30711;Kellen Heath;Female;26;1196,52;Assistants;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
297762023-01-01;01/01/2023;29776;Kristian Swanson;Male;29;1212;Assistants;The Pines at Windward;Goiania;Goias;Construction Site;Residential;2023-01
249412023-01-01;01/01/2023;24941;Gage Snyder;Male;23;1859;Administration;The Greens at Fairway Hills;Goiania;Goias;Construction Site;Commercial;2023-01
